kzt;usd;tyr
0,206299;24,9275;17,3161
0,206003;24,8749;16,2815
0,206079;24,8494;15,983
0,205276;24,8066;16,1357
0,2064;24,9225;15,9656
0,206067;24,8912;16,8989
0,205682;24,8508;17,8041
0,205037;24,7722;17,9006
0,20451;24,6983;17,0621
0,204442;24,7238;17,5589
0,204098;24,6724;17,7948
0,204121;24,6847;17,5662
0,203804;24,6674;17,5351
0,20373;24,6232;17,6697
0,203076;24,5123;17,4774
0,202903;24,483;17,0677
0,202472;24,4458;16,685
0,202969;24,4946;16,678
0,203307;24,5286;16,987
0,203158;24,4917;16,6142
0,202525;24,462;16,4832
0,203182;24,5153;16,0701
0,203004;24,4975;16,3096
0,202636;24,4328;16,8144
0,202272;24,3391;17,4857
0,201958;24,3174;17,2868
0,201499;24,2649;17,4716
0,201841;24,3104;17,6826
0,201482;24,3111;17,7121
0,201704;24,3622;17,2771
0,201492;24,3506;17,6716
0,20202;24,4171;17,6723
0,202344;24,456;17,9786
0,202415;24,4733;17,9469
0,202124;24,4236;17,6652
0,203323;24,5506;17,8156
0,203126;24,5295;18,0468
0,202707;24,488;17,7753
0,202279;24,4174;17,7749
0,202509;24,4432;17,597
0,202243;24,4286;17,855
0,202992;24,5092;18,016
0,204531;24,706;18,4017
0,204699;24,7236;18,6097
0,20498;24,7281;18,587
0,205177;24,7529;18,8546
0,20471;24,7235;18,8853
0,20473;24,7307;19,1837
0,204484;24,7196;19,3807
0,204137;24,7019;19,3636
0,203617;24,6387;19,3239
0,203439;24,5398;19,3239
0,203492;24,5462;19,5474
0,202517;24,4387;19,6951
0,203052;24,4796;19,5753
0,202127;24,3671;19,9378
0,201735;24,2913;19,8567
0,201712;24,2858;20,2768
0,202376;24,3367;20,1955
0,204032;24,5043;20,1906
0,203678;24,5076;19,6514
0,204539;24,6456;19,8674
0,206656;24,8917;19,6785
0,204787;24,6325;19,7739
0,204915;24,6349;20,4296
0,203429;24,4386;20,5478
0,204517;24,5952;21,3523
0,203622;24,475;21,614
0,203622;24,4764;21,908
0,203185;24,4262;21,9629
0,203365;24,4201;21,9796
0,203357;24,4543;22,1157
0,203669;24,5211;22,3257
0,204951;24,6706;22,3482
0,204808;24,6466;22,2082
0,20605;24,7813;21,8823
0,204958;24,6715;21,2547
0,204796;24,6537;21,0001
0,205022;24,6655;20,9567
0,205065;24,6392;21,1845
0,204648;24,5861;21,5504
0,204576;24,5767;21,4037
0,203967;24,5206;21,1838
0,20441;24,5486;21,2351
0,203946;24,5299;21,2422
0,203141;24,4663;21,1612
0,202479;24,4558;21,1039
0,200331;24,1966;20,9212
0,199665;24,1159;21,0754
0,198601;24,0023;20,9716
0,199016;24,0103;20,8565
0,199152;24,048;19,9751
0,199106;24,0473;19,823
0,198347;23,9349;20,0573
0,197516;23,8353;20,0422
0,197776;23,8587;20,5666
0,19754;23,8461;20,5176
0,196579;23,6924;20,3547
0,196181;23,649;20,2234
0,194815;23,5126;20,0072
0,19487;23,5325;19,4659
0,19533;23,5581;19,9529
0,196602;23,6781;20,2019
0,197363;23,7773;20,2211
0,197763;23,8351;20,2461
0,196439;23,701;20,1091
0,195868;23,6559;19,9247
0,194861;23,5171;20,0813
0,19484;23,5156;20,3816
0,194725;23,5027;20,8173
0,195524;23,5799;20,9005
0,196268;23,6706;21,176
0,196018;23,6153;20,9804
0,195608;23,5982;20,9049
0,195752;23,6028;21,2546
0,195195;23,533;21,4414
0,195305;23,5437;21,2814
0,194615;23,4628;21,1468
0,19484;23,4825;20,9696
0,195168;23,5139;20,8865
0,194921;23,4549;20,8521
0,194852;23,4482;20,7198
0,193987;23,3703;20,4757
0,193813;23,3696;20,631
0,194691;23,4704;20,6408
0,19449;23,4299;20,5426
0,193856;23,3448;20,5733
0,194602;23,4391;20,5131
0,195813;23,6007;20,6414
0,195824;23,6037;20,8564
0,196342;23,6471;20,81
0,196499;23,6588;20,941
0,197588;23,7939;20,9226
0,19729;23,7633;21,0824
0,197105;23,7456;20,897
0,197093;23,7523;20,5747
0,198084;23,8833;20,595
0,197651;23,8328;20,3464
0,196729;23,7199;20,4825
0,197795;23,8521;20,5746
0,197574;23,8482;20,775
0,197483;23,8391;20,6768
0,196609;23,7238;20,5477
0,196906;23,7462;20,3031
0,196454;23,6874;20,0682
0,195531;23,5758;20,0816
0,195729;23,6007;19,9786
0,195287;23,5483;19,9426
0,195303;23,5513;20,0235
0,195629;23,5847;20,1139
0,196398;23,6659;20,0536
0,196848;23,7384;19,9981
0,196814;23,7473;20,0628
0,196249;23,6968;19,9298
0,197142;23,8019;19,9904
0,197315;23,8116;20,1299
0,196291;23,6809;20,0309
0,195318;23,5651;19,9783
0,194901;23,521;20,1388
0,195616;23,6109;20,1925
0,1961;23,6748;20,0578
0,197;23,7795;19,9588
0,195897;23,6402;20,0309
0,196074;23,6586;20,0751
0,195447;23,5979;19,9826
0,195678;23,6288;19,841
0,195401;23,5908;20,0319
0,195592;23,6223;20,1322
0,195388;23,6113;20,3145
0,19486;23,5245;20,2153
0,194304;23,4573;20,3142
0,193826;23,4068;20,3699
0,194521;23,4689;20,3518
0,194181;23,4147;20,3145
0,193876;23,3759;20,3568
0,195014;23,5125;20,4451
0,195428;23,5589;20,5516
0,195073;23,5024;20,5949
0,194507;23,4147;21,2016
0,194953;23,4363;21,0607
0,194376;23,3727;20,8327
0,193245;23,23;20,7058
0,192592;23,1255;20,7669
0,192951;23,1638;20,7358
0,193276;23,225;20,6306
0,192943;23,1937;20,5709
0,193079;23,212;20,8844
0,193019;23,196;20,9467
0,194075;23,322;20,7952
0,194454;23,3782;20,7848
0,194303;23,3572;21,0918
0,194351;23,361;21,3368
0,194115;23,3278;21,1567
0,195087;23,4456;21,21
0,19483;23,4186;21,2981
0,195288;23,4697;21,2219
0,194748;23,4039;21,2988
0,195141;23,4354;21,297
0,195895;23,5142;21,5162
0,196382;23,5816;21,3258
0,198877;23,8782;21,5864
0,204517;24,5697;21,6849
0,202583;24,3424;21,3333
0,201182;24,1559;21,4107
0,202114;24,2901;21,2976
0,203948;24,5054;21,2525
0,203852;24,4898;21,1676
0,204642;24,5703;21,3803
0,203588;24,4316;21,2559
0,202654;24,3013;21,0614
0,202756;24,2699;21,0503
0,203972;24,4389;21,039
0,205135;24,5803;21,05
0,205332;24,6019;21,1855
0,205237;24,5474;21,1984
0,20551;24,5769;21,1043
0,206091;24,667;21,0495
0,206546;24,7184;21,0064
0,207655;24,8739;21,0882
0,210691;25,2144;21,1425
0,212774;25,4552;20,8664
0,21112;25,2626;20,5148
0,213659;25,5814;20,5022
0,213856;25,5761;20,5416
0,215578;25,7842;20,7704
0,215101;25,7013;20,7573
0,212598;25,3938;20,6933
0,213184;25,5064;20,5691
0,213024;25,5245;20,4382
0,212205;25,4307;20,3901
0,212767;25,4863;20,261
0,211041;25,269;20,2613
0,20869;24,9864;20,2126
0,209329;25,0703;20,2159
0,207909;24,8982;20,2505
0,208962;25,0221;20,197
0,210694;25,2464;20,2193
0,211555;25,3718;19,9695
0,213397;25,6023;20,2222
0,215169;25,8213;20,323
0,215881;25,8993;20,304
0,218144;26,1784;20,2983
0,218077;26,1791;20,1985
0,218088;26,1629;20,1529
0,217436;26,0695;20,2334
0,218646;26,208;20,3306
0,217838;26,1111;20,3093
0,217637;26,0871;20,1803
0,218162;26,1347;20,1229
0,2201;26,3691;20,0999
0,219101;26,2505;19,9304
0,217597;26,0561;19,8132
0,22078;26,4417;19,8306
0,224561;26,9215;19,6605
0,225175;26,9793;19,4885
0,225845;27,0596;19,4798
0,228094;27,3507;19,5797
0,227828;27,3018;19,4554
0,226136;27,0979;19,4396
0,221515;26,543;19,369
0,226138;27,0981;19,4935
0,225793;27,0793;19,526
0,224419;26,9146;19,53
0,224524;26,9114;19,5026
0,22509;27,0041;19,5031
0,224915;26,9639;19,4413
0,227795;27,3399;19,4237
0,228644;27,4704;19,4324
0,230395;27,6704;19,4011
0,22749;27,3386;19,4095
0,228398;27,4374;19,3263
0,228213;27,4301;19,3013
0,228297;27,4413;19,2904
0,229323;27,5715;19,2269
0,229148;27,5665;19,2749
0,230146;27,6613;19,2951
0,227701;27,3913;19,2884
0,227438;27,3563;19,1267
0,227754;27,4216;19,2461
0,229333;27,606;19,4186
0,231981;27,9409;19,6168
0,232522;28,0166;19,65
0,231586;27,9212;19,771
0,232061;27,9576;20,1899
0,233212;28,0916;20,4089
0,232565;28,0043;20,3163
0,232457;28,0029;20,2038
0,231233;27,8671;20,0121
0,231802;27,931;19,9521
0,230721;27,8077;20,0105
0,230523;27,816;20,0654
0,228626;27,6009;20,2403
0,227955;27,5199;20,0518
0,228008;27,6095;19,9658
0,229643;27,7351;19,9808
0,233786;28,2682;19,7357
0,234443;28,3359;19,4197
0,236853;28,6119;19,5348
0,237619;28,6735;19,7768
0,240333;29,0058;19,9962
0,24187;29,23;20,1409
0,243165;29,3804;20,1409
0,242475;29,3916;20,1564
0,242475;29,3916;20,2115
0,252298;30,5331;20,3494
0,25577;30,9981;20,2713
0,25758;31,2226;20,2039
0,260109;31,5616;20,3229
0,265132;32,2135;20,2834
0,268314;32,5747;20,3009
0,271354;32,9085;20,1959
0,274967;33,4154;20,0931
0,268589;32,643;20,2113
0,269851;32,7991;20,2333
0,270354;32,8926;20,2555
0,269864;32,9018;20,3533
0,270785;32,9979;20,4099
0,272929;33,2155;20,3901
0,285718;34,6847;20,3211
0,290212;35,4146;20,1578
0,296227;36,1767;20,0786
0,291893;36,129;19,965
0,239802;36,0135;20,0788
0,242063;36,3095;20,0671
0,245064;36,3798;20,0572
0,242993;36,1258;19,9131
0,242163;35,9285;19,881
0,241352;35,8323;19,9161
0,234401;34,8003;19,9745
0,232025;34,5578;19,8992
0,232944;34,7797;19,813
0,238589;35,6345;19,7699
0,243771;36,4267;19,4438
0,242067;36,091;19,4474
0,240989;36,076;19,4175
0,239403;36,0254;19,3628
0,23789;35,7442;19,4477
0,237586;35,7223;19,47
0,237054;35,7205;19,3937
0,240199;36,1644;19,3008
0,24048;36,2054;19,2581
0,240672;36,2284;19,376
0,238709;35,8899;19,2831
0,237332;35,7374;19,2159
0,235399;35,4534;19,2253
0,233409;35,1164;19,1897
0,2346;35,2944;19,2554
0,231355;34,8316;19,2234
0,23161;34,8388;19,2126
0,2296;34,5318;19,167
0,228782;34,4203;19,0413
0,223921;33,8222;19,0947
0,221191;33,423;19,2329
0,220151;33,3034;19,1906
0,219839;33,2726;19,2363
0,222744;33,7268;19,3679
0,221122;33,4668;19,2209
0,220477;33,4133;19,3034
0,22463;34,0134;19,391
0,224651;33,9032;19,2512
0,224731;33,9456;19,2931
0,223511;33,7636;19,3333
0,221255;33,4095;19,5515
0,219523;33,1743;19,5481
0,221042;33,384;19,6602
0,2238;33,7781;19,4822
0,222547;33,5334;19,4593
0,222802;33,6309;19,61
0,221969;33,4863;19,589
0,221793;33,3887;19,6831
0,222648;33,4507;19,5795
0,222596;33,4184;19,523
0,222717;33,4677;19,6558
0,222897;33,5371;19,675
0,226156;34,1043;19,6736
0,225935;34,0597;19,7275
0,224394;33,7848;19,7367
0,221911;33,4187;19,5191
0,221532;33,3904;19,591
0,222657;33,5533;19,7251
0,220594;33,2491;19,625
0,21861;32,974;19,5722
0,218724;32,9672;19,699
0,217892;32,8146;19,3593
0,218454;32,8883;19,8269
0,217949;32,7915;19,7044
0,216215;32,5534;19,6691
0,214925;32,2817;19,7422
0,213284;31,9841;19,8594
0,214123;32,1677;19,7946
0,213566;32,0797;19,6689
0,214778;32,2919;19,5638
0,212333;31,9498;19,6207
0,211182;31,8009;19,7199
0,209145;31,4586;19,7173
0,207556;31,1998;19,7504
0,206893;31,0516;19,6742
0,207775;31,1465;19,4873
0,207621;31,1846;19,515
0,208242;31,3259;19,5965
0,205889;30,9843;19,7718
0,204579;30,7441;19,6651
0,204363;30,7321;19,5905
0,203109;30,5131;19,8252
0,20542;30,8767;19,7218
0,204109;30,6919;19,8475
0,206541;31,0751;19,7487
0,209297;31,2637;19,9158
0,205705;30,9277;19,8947
0,205528;30,9124;19,9211
0,20747;31,1548;19,8925
0,208415;31,3185;19,8381
0,207186;31,1297;19,8339
0,206863;31,0998;19,8369
0,207211;31,1541;19,809
0,207621;31,2408;19,7033
0,20988;31,5765;19,6485
0,20675;31,1365;19,7258
0,207458;31,2037;19,7227
0,206808;31,1184;19,7457
0,208076;31,2904;19,7658
0,206222;31,0385;19,787
0,207411;31,1904;19,8738
0,207087;31,1252;19,9566
0,207898;31,2481;19,9118
0,208851;31,4143;19,9342
0,209037;31,4695;19,8564
0,210965;31,7819;19,8141
0,211802;31,8878;19,786
0,212788;32,0353;19,7638
0,219688;33,0597;19,8184
0,215672;32,5072;19,8382
0,212556;32,047;19,7851
0,210251;31,6943;19,8109
0,210802;31,7837;19,9278
0,20797;31,3733;19,9493
0,206641;31,1791;19,9697
0,206139;31,0785;19,9701
0,206225;31,076;19,973
0,206549;31,1372;20,0136
0,20385;30,7457;19,9876
0,203217;30,6431;19,9754
0,208434;31,4162;20,1241
0,210615;31,7555;20,0415
0,206683;31,1533;19,8758
0,207178;31,2424;19,8361
0,20583;31,0484;19,9114
0,206381;31,1326;20,0515
0,206718;31,1814;20,0627
0,209338;31,5473;20,0312
0,209938;31,6503;20,0575
0,210668;31,7477;20,123
0,216773;32,6926;20,1958
0,213175;32,1457;20,2969
0,210432;31,7226;20,2784
0,214093;32,2874;20,2834
0,211599;31,9187;20,2159
0,211567;31,9191;20,1834
0,209501;31,6011;20,0521
0,211797;31,9443;20,2171
0,209288;31,5544;20,2315
0,209315;31,5437;20,1661
0,208276;31,4007;20,2202
0,209811;31,6405;20,1995
0,209293;31,5687;20,2246
0,211097;31,8397;20,2279
0,210775;31,7743;20,3058
0,212086;31,973;20,4106
0,210746;31,7679;20,3684
0,209632;31,6062;20,4241
0,208338;31,4298;20,3426
0,207984;31,3754;20,4621
0,206458;31,1452;20,5348
0,204727;30,8851;20,5315
0,203623;30,7246;20,6106
0,204443;30,8617;20,8078
0,205276;30,9895;20,7702
0,20274;30,6067;20,7092
0,201346;30,3881;20,8153
0,201215;30,3744;20,8595
0,20126;30,3711;20,8396
0,200368;30,2385;20,8054
0,19879;30,0004;20,7412
0,199223;30,0678;20,7186
0,199629;30,137;20,8111
0,20001;30,1985;21,0026
0,199306;30,0922;21,0963
0,198812;30,0087;21,1206
0,199126;30,0621;20,9398
0,19953;30,124;21,041
0,199202;30,0785;20,9364
0,197597;29,8322;20,9327
0,197362;29,7819;21,1828
0,196523;29,6396;21,1344
0,196431;29,609;21,2236
0,196354;29,5945;21,5102
0,195684;29,5043;21,3738
0,195483;29,4651;21,4201
0,194498;29,3206;21,386
0,194606;29,3281;21,5362
0,194741;29,3553;21,629
0,193601;29,1911;21,333
0,193454;29,1641;21,3504
0,193075;29,0858;21,4432
0,192456;29,0003;21,2412
0,192058;28,9403;21,2972
0,192513;29,0184;21,4719
0,193538;29,1749;21,5684
0,19459;29,3441;21,686
0,192676;29,0488;21,8543
0,193635;29,1944;21,8771
0,193812;29,2337;21,8162
0,193151;29,133;21,7215
0,192398;29,0156;21,5456
0,19114;28,8497;21,3178
0,190546;28,7391;21,3954
0,190557;28,7007;21,3099
0,190905;28,6701;21,4327
0,192429;28,8345;21,4057
0,191898;28,6705;21,5023
0,192307;28,6768;21,4939
0,19274;28,7163;21,5363
0,19301;28,7459;21,4006
0,193869;28,8554;21,1153
0,193513;28,7986;21,1981
0,193852;28,8481;21,128
0,193448;28,7909;21,0617
0,194171;28,8751;20,896
0,20047;29,8179;21,0334
0,195486;29,0687;21,0584
0,196228;29,1771;21,0547
0,195394;29,056;21,1582
0,196616;29,2427;21,14
0,196229;29,1979;21,0023
0,198188;29,5221;20,7689
0,202549;30,1839;20,5162
0,206376;30,7562;20,4775
0,205411;30,6268;20,461
0,202736;30,2107;20,2464
0,201923;30,0481;20,1949
0,202245;30,0678;20,1658
0,20314;30,1978;19,8687
0,204633;30,4392;19,689
0,206512;30,7187;19,7739
0,205653;30,5529;19,7178
0,20512;30,4439;19,7633
0,205427;30,5007;19,6893
0,201652;29,9292;19,5948
0,198346;29,4266;19,3125
0,199341;29,5952;19,598
0,201187;29,8491;19,6126
0,203857;30,2442;19,6126
0,203239;30,1851;19,473
0,203239;30,1851;19,387
0,198612;29,4283;19,2199
0,198349;29,3774;19,389
0,200182;29,6409;19,3108
0,19873;29,4299;19,48
0,199664;29,5603;19,3998
0,199975;29,5963;19,2229
0,19953;29,5184;18,9786
0,200683;29,6941;18,9594
0,20112;29,7486;19,1103
0,201162;29,7458;18,9939
0,203342;30,0946;18,8274
0,204787;30,3136;18,6594
0,204469;30,2921;18,4566
0,204879;30,3631;18,6262
0,205686;30,4312;18,6498
0,205424;30,3996;18,587
0,20396;30,183;18,3377
0,202007;29,8779;18,6375
0,202952;30,0054;18,629
0,206099;30,4666;18,5215
0,206125;30,5158;18,3689
0,205025;30,3735;18,3709
0,20409;30,2462;18,4479
0,203695;30,1245;18,326
0,203918;30,1595;18,411
0,204084;30,2207;18,521
0,203326;30,1176;18,5239
0,20276;29,9761;18,4513
0,203816;30,1138;18,258
0,204026;30,151;18,0956
0,203869;30,0309;18,0427
0,203791;30,0521;18,008
0,203874;30,0388;17,9439
0,203281;29,9484;17,7305
0,20326;29,93;17,5048
0,203488;29,9779;17,5648
0,202321;29,814;17,6128
0,202469;29,8217;17,8065
0,202687;29,8366;17,9212
0,202044;29,7499;18,087
0,201805;29,7249;18,0788
0,200615;29,5195;18,2389
0,199814;29,3897;18,1152
0,199438;29,3353;18,0939
0,20009;29,4242;17,9809
0,198597;29,1927;17,9974
0,19873;29,2223;17,9453
0,199092;29,2565;18,0743
0,199598;29,3389;18,2423
0,200495;29,4707;18,2147
0,201214;29,5764;18,2825
0,201887;29,6572;18,183
0,200968;29,5142;18,2706
0,201639;29,6309;18,4332
0,199686;29,3638;18,2963
0,200691;29,4956;18,429
0,200166;29,4394;18,4679
0,198812;29,2194;18,5013
0,198895;29,2097;18,6327
0,199071;29,2416;18,7137
0,199387;29,294;18,4537
0,200275;29,4003;18,5132
0,199777;29,3232;18,5452
0,197205;28,9428;18,5757
0,197883;29,0294;18,5507
0,198066;29,0444;18,474
0,19736;28,931;18,5035
0,198174;29,0325;18,4586
0,199283;29,1969;18,4433
0,198624;29,1381;18,3934
0,198625;29,0906;18,4646
0,198696;29,1288;18,2628
0,199893;29,2743;18,2008
0,198602;29,0882;18,1827
0,198486;29,0623;18,0401
0,200403;29,3801;17,9186
0,199656;29,2886;17,8058
0,199042;29,1537;17,7156
0,199988;29,2982;17,9052
0,202243;29,6812;17,9135
0,206243;30,2971;17,57
0,208868;30,7193;17,6323
0,206959;30,3609;17,6264
0,205965;30,2048;17,7124
0,203855;29,8597;17,7175
0,20522;30,0575;17,751
0,20919;30,6986;17,754
0,207288;30,3946;17,7033
0,209296;30,6953;17,6167
0,209727;30,7523;17,7753
0,21142;31,0576;17,7221
0,210898;30,8754;17,6912
0,214162;31,4293;17,5291
0,213531;31,3538;17,5209
0,21056;30,8786;17,5636
0,208154;30,4956;17,5757
0,209579;30,74;17,5811
0,211542;31,0702;17,5591
0,212451;31,19;17,6295
0,210656;30,8938;17,5609
0,21166;31,0685;17,4888
0,216049;31,7798;17,556
0,21489;31,62;17,6225
0,215463;31,7302;17,7133
0,214798;31,5742;17,4895
0,213853;31,4471;17,4876
0,213683;31,4595;17,4963
0,21187;31,1566;17,4803
0,212037;31,1854;17,5194
0,210095;30,884;17,302
0,209075;30,7267;17,2721
0,210155;30,896;17,254
0,210454;30,9694;17,2821
0,210678;31,0149;17,2481
0,210936;31,0761;17,1675
0,210056;30,9833;17,2266
0,21153;31,1954;17,2116
0,211808;31,2554;17,2629
0,212702;31,3703;17,1671
0,211493;31,1942;17,1161
0,211182;31,1124;17,13
0,211182;31,1124;17,2042
0,21083;31,0922;17,1662
0,20988;30,9479;17,1558
0,208803;30,7953;17,1507
0,20918;30,8823;17,0376
0,208849;30,8543;17,0368
0,206722;30,539;16,9764
0,207185;30,5619;16,9837
0,206505;30,4615;16,921
0,207309;30,5739;16,7616
0,206085;30,4058;16,5672
0,206065;30,4059;16,0447
0,206722;30,5205;16,045
0,206048;30,3839;16,1103
0,205679;30,3006;16,3066
0,205101;30,2391;16,4711
0,204638;30,2066;16,4213
0,204738;30,2173;16,3572
0,204352;30,1869;16,2965
0,204243;30,1861;16,4412
0,202995;29,9681;16,3201
0,202047;29,7958;16,4254
0,202704;29,8633;16,6149
0,202541;29,8312;16,837
0,202455;29,8186;16,6669
0,203745;30,0239;16,4132
0,204946;30,205;16,267
0,206163;30,4493;16,139
0,20644;30,4199;16,1506
0,20709;30,5199;16,2928
0,206787;30,4514;16,357
0,206738;30,4257;16,3439
0,207003;30,4636;16,2257
0,207388;30,5099;16,2399
0,207908;30,6041;16,2489
0,208989;30,7559;16,4981
0,209812;30,8958;16,4296
0,209415;30,8227;16,6351
0,208631;30,6969;16,7561
0,208252;30,664;16,8432
0,209487;30,8669;16,6535
0,209233;30,8001;16,664
0,208329;30,6858;16,6811
0,208415;30,6922;16,8114
0,207626;30,5771;16,6911
0,2085;30,7319;16,7771
0,209398;30,8873;16,8539
0,209378;30,8801;16,9306
0,209634;30,8937;17,1057
0,208339;30,6831;17,143
0,208586;30,7049;17,0918
0,208843;30,7407;17,2457
0,210549;31,0223;17,4184
0,21088;31,0826;17,5262
0,210026;30,9809;17,5671
0,21075;31,0814;17,4749
0,210287;30,9826;17,5755
0,210219;31,0031;17,4059
0,209824;30,948;17,2465
0,207454;30,6119;17,1769
0,207537;30,6013;17,2634
0,206115;30,403;17,4553
0,206746;30,5126;17,2864
0,206703;30,5094;17,2593
0,206718;30,496;17,4636
0,206255;30,436;17,4908
0,202739;29,8929;17,3776
0,200938;29,6334;17,1442
0,202722;29,9086;17,1013
0,20205;29,8317;17,1051
0,203493;30,0763;16,9116
0,204043;30,1269;16,7778
0,20276;29,9315;16,5302
0,204253;30,1243;16,6895
0,206891;30,5237;16,7505
0,206064;30,4151;16,911
0,208643;30,7968;16,8537
0,208125;30,7348;16,9053
0,206694;30,4977;17,273
0,204768;30,2258;17,3307
0,206018;30,4;17,0474
0,20713;30,5682;17,1523
0,207885;30,6786;17,1152
0,20865;30,7821;17,1653
0,208586;30,7738;17,1966
0,208675;30,7941;17,2767
0,208383;30,7709;17,1539
0,208501;30,8029;16,9874
0,209051;30,8612;17,1069
0,207986;30,6925;17,0998
0,206838;30,5107;17,118
0,208554;30,7722;17,1688
0,208924;30,8414;17,0915
0,208994;30,8632;17,0695
0,210264;31,056;17,0447
0,212548;31,3487;16,9093
0,211618;31,1999;16,7953
0,209916;30,949;16,822
0,210328;30,995;16,8787
0,21222;31,2642;16,8223
0,212472;31,2929;16,7798
0,212269;31,2842;16,8941
0,212735;31,3539;16,8999
0,212101;31,3061;16,8452
0,212229;31,3335;16,8775
0,213041;31,4555;16,9167
0,21236;31,3518;16,8532
0,211766;31,2641;17,0541
0,21207;31,2867;17,0576
0,211737;31,2238;17,0165
0,211946;31,243;17,0355
0,210226;30,9831;16,9496
0,209415;30,8604;16,892
0,209809;30,9006;16,9208
0,208601;30,7447;16,9323
0,208334;30,7199;16,9915
0,208515;30,7528;16,8721
0,207941;30,6682;16,9275
0,208854;30,7746;16,7578
0,20861;30,7188;16,5603
0,208736;30,7187;16,4741
0,20787;30,5922;16,4252
0,207659;30,5778;16,6429
0,206444;30,4495;16,7248
0,205324;30,272;16,8258
0,205965;30,3592;17,0873
0,206791;30,4769;16,9422
0,205829;30,3505;17,0647
0,205829;30,3505;17,1182
0,207981;30,6252;17,1857
0,206352;30,3988;17,1484
0,204593;30,0926;17,1568
0,203734;29,954;17,1728
0,204473;30,0534;17,1253
0,203307;29,8881;17,0936
0,202982;29,8252;16,9551
0,20364;29,9147;16,8732
0,20426;30,0109;16,8246
0,20328;29,8516;16,9283
0,202976;29,7948;17,0158
0,202825;29,7768;17,0394
0,202165;29,6738;17,0776
0,202115;29,6684;17,2085
0,20272;29,8018;17,1829
0,201898;29,6548;17,1531
0,200388;29,4219;17,1544
0,199999;29,3489;17,0414
0,200283;29,4136;17,02
0,20017;29,3689;16,9602
0,199509;29,255;17,0453
0,200102;29,301;16,9408
0,200523;29,3535;16,9963
0,200253;29,32;17,0196
0,199824;29,2583;17,0444
0,200116;29,285;17,0613
0,200044;29,2735;17,1039
0,199984;29,2447;16,9867
0,200168;29,2585;16,76
0,199472;29,1549;16,4417
0,200321;29,2859;16,4136
0,19972;29,1611;16,5887
0,198229;28,9405;16,7031
0,197992;28,9028;16,6407
0,197154;28,7569;16,5242
0,196322;28,6277;16,5967
0,194311;28,3228;16,5942
0,193532;28,188;16,5308
0,193487;28,1717;16,5782
0,194364;28,2945;16,4947
0,195313;28,4356;16,4278
0,196383;28,6317;16,4172
0,196342;28,664;16,348
0,196796;28,7263;16,2527
0,19668;28,6582;16,1063
0,197141;28,7422;16,0412
0,19523;28,4763;16,1137
0,194404;28,3675;16,2812
0,192956;28,1561;16,2567
0,193736;28,27;16,1985
0,194604;28,4015;16,303
0,194011;28,2237;16,4552
0,195151;28,411;16,4442
0,194554;28,3436;16,4969
0,195073;28,429;16,476
0,195672;28,5162;16,4571
0,194718;28,3684;16,4103
0,193652;28,2277;16,441
0,194366;28,3113;16,4826
0,194067;28,2164;16,4827
0,194118;28,2286;16,4759
0,193378;28,1211;16,4281
0,192346;27,9758;16,4184
0,193574;28,1456;16,5121
0,193386;28,1145;16,5209
0,193996;28,1886;16,4562
0,194234;28,2212;16,5057
0,193751;28,1636;16,4694
0,195349;28,4213;16,4434
0,193388;28,1457;16,4406
0,19229;27,9398;16,4993
0,192282;27,9396;16,6167
0,192507;27,9924;16,661
0,191728;27,8964;16,6758
0,190542;27,7144;16,725
0,18889;27,4977;16,7499
0,188863;27,5022;16,8337
0,187488;27,3348;16,9505
0,187667;27,3675;16,9032
0,187217;27,2625;16,8698
0,189814;27,6635;16,9072
0,191069;27,8645;16,7396
0,189615;27,6288;16,8126
0,191767;27,9472;16,9267
0,191079;27,8497;17,0103
0,19294;28,122;17,1093
0,192911;28,1177;17,0683
0,192694;28,0466;17,0281
0,192283;27,9608;17,0083
0,192103;27,9145;17,0714
0,195144;28,3418;17,2359
0,195645;28,437;17,3397
0,196065;28,4794;17,4808
0,194421;28,228;17,6729
0,193434;28,1166;17,8028
0,193189;28,0685;18,1292
0,192405;27,9805;18,3967
0,19238;27,9682;17,9479
0,192715;28,0419;17,8123
0,191476;27,8751;17,601
0,190895;27,7752;17,8241
0,190977;27,7814;17,8672
0,190279;27,6847;17,9359
0,190394;27,7033;17,8894
0,190969;27,7907;17,8531
0,191367;27,8984;17,7827
0,19146;27,8957;17,9732
0,193427;28,19;18,105
0,193045;28,1778;18,2808
0,192956;28,1783;18,5188
0,191908;28,0118;18,1919
0,191154;27,896;18,2571
0,19215;28,0568;18,1448
0,192749;28,1655;18,1294
0,193758;28,3478;18,076
0,19291;28,2352;17,9915
0,192044;28,0758;18,0288
0,191105;27,8726;17,8935
0,19104;27,8536;17,9209
0,190658;27,8037;17,9648
0,191309;27,8622;18,1467
0,191557;27,8907;18,0806
0,192286;27,9853;18,1341
0,191664;27,888;18,0412
0,192857;28,0839;17,9248
0,19418;28,3842;18,0126
0,19332;28,2557;17,9732
0,191949;28,061;17,9445
0,192642;28,1277;17,8153
0,193149;28,1775;17,7111
0,192364;28,1505;17,789
0,19151;28,0466;17,925
0,19083;27,908;18,0486
0,189816;27,7169;17,9047
0,190165;27,7413;17,758
0,1893;27,546;17,7688
0,188501;27,4439;17,8971
0,188842;27,5907;18,0445
0,189139;27,6796;18,0253
0,188142;27,5204;18,1008
0,190327;27,8154;17,9618
